id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique,shot_body_part,shot_type,shot_outcome,shot_freeze_frame,possession_team_id,team_id,player_id,under_pressure,shot_first_time,shot_one_on_one,shot_redirect
87b3fbb5-4736-4c7d-84d4-a77d3e1e9f55,2132,2,00:05:20.467,50,20,Shot,94,Argentina,From Throw In,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[114.9, 41.2]",0.361593,['d3ecfaf4-da21-42d5-a7f2-a3541b0d3c29'],3942785,0.59696823,"[120.0, 41.0, 1.2]",,Volley,Left Foot,Open Play,Goal,"[{'location': [111.8, 44.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.1, 64.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.3, 35.6], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 33.8], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.1, 37.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.2, 39.4], 'player': {'id': 23758, 'name': 'Maxime Crépeau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 53.3], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 47.4], 'player': {'id': 23760, 'name': 'Derek Cornelius'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 43.9], 'player': {'id': 133229, 'name': 'Ismael Koné'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 40.5], 'player': {'id': 383250, 'name': 'Moise Bombito'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 35.3], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.4, 50.2], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 46.0], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.6, 39.4], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 60.6], 'player': {'id': 26152, 'name': 'Jacob Shaffelburg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.6, 47.6], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [120.0, 50.9], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",779,779,5503,,,True,True
a0a15edc-6df2-46e9-8f53-c4d1248b2d6b,2420,2,00:15:15.016,60,15,Shot,105,Argentina,From Free Kick,Argentina,Julián Álvarez,Left Center Forward,"[103.1, 50.0]",0.366413,['1dc7a71c-bbfa-46b1-8e3f-ad53f06bfcf5'],3942785,0.21224818,"[111.9, 44.6, 1.0]",bb17f750-030b-4400-8dc1-a998b67bf75d,Normal,Right Foot,Open Play,Saved,"[{'location': [112.1, 44.4], 'player': {'id': 23758, 'name': 'Maxime Crépeau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 44.7], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 42.6], 'player': {'id': 383250, 'name': 'Moise Bombito'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.6, 58.2], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.8, 48.8], 'player': {'id': 23760, 'name': 'Derek Cornelius'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",779,779,29560,,,,
1b43fb0d-d4b8-4040-a6fa-521b20fda5f6,2431,2,00:15:34.184,60,34,Shot,107,Canada,From Keeper,Canada,Ismael Koné,Right Defensive Midfield,"[93.1, 44.0]",1.137707,['0626212d-ec99-441d-abca-2a5dbc9d4513'],3942785,0.035827123,"[120.0, 30.7, 6.2]",9b715664-5ac5-4ec5-9212-654f440c34e1,Normal,Left Foot,Open Play,Off T,"[{'location': [117.3, 40.7], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 47.6], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.5, 54.4], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 39.8], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 46.8], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 43.0], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 38.4], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 27.9], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.6, 30.5], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.5, 48.7], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 65.2], 'player': {'id': 224628, 'name': 'Ali Ahmed'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.7, 50.4], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.7, 35.0], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.2, 19.2], 'player': {'id': 23363, 'name': 'Liam Millar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [85.2, 29.5], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",1833,1833,133229,,,,
61af8516-0d3e-4237-b9fd-d503a437c4ee,2474,2,00:16:41.721,61,41,Shot,111,Canada,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[99.5, 42.6]",0.322059,"['3cd79ef3-dc21-46a4-90f1-ad9d5f2e378c', '46fa333e-8e4a-4ac2-aa42-daf69b5afa10']",3942785,0.04368048,"[105.1, 43.5]",754f0e8e-34a9-41cd-aee9-ca8aff89d825,Normal,Right Foot,Open Play,Blocked,"[{'location': [117.0, 40.9], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 50.7], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 30.3], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.9, 55.9], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 47.1], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 42.1], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 44.6], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 48.8], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 66.5], 'player': {'id': 224628, 'name': 'Ali Ahmed'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.3, 53.4], 'player': {'id': 23363, 'name': 'Liam Millar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.7, 54.9], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.3, 50.8], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [86.4, 39.2], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [82.2, 27.3], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",1833,1833,133229,,True,,
eb3439d5-5555-4279-ae21-e7c43a780745,3227,2,00:41:10.785,86,10,Shot,138,Argentina,Regular Play,Canada,Liam Millar,Right Midfield,"[94.8, 46.7]",1.152964,['fbbc146b-f692-4c99-964f-81630c9f4bc7'],3942785,0.03551408,"[120.0, 46.3, 5.5]",,Normal,Right Foot,Open Play,Off T,"[{'location': [89.5, 13.5], 'player': {'id': 224603, 'name': 'Tanitoluwa Oluwaseyi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [75.6, 32.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [77.7, 17.0], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.8, 58.3], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 44.9], 'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 37.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 46.9], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 20.7], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 41.1], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [75.1, 20.1], 'player': {'id': 133229, 'name': 'Ismael Koné'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.1, 17.9], 'player': {'id': 224628, 'name': 'Ali Ahmed'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.5, 34.5], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [86.1, 33.4], 'player': {'id': 12770, 'name': 'Jonathan Osorio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",779,1833,23363,,,,
06eed674-3934-4a29-a0eb-9861e3e87e4c,3328,2,00:43:38.550,88,38,Shot,143,Canada,Regular Play,Canada,Tanitoluwa Oluwaseyi,Right Center Forward,"[102.6, 35.8]",0.383921,['e36ae22a-be6f-4c68-a04c-2d4d5a30b12b'],3942785,0.1368422,"[114.9, 38.7, 0.2]",d5df01f3-7d98-48c0-85bb-f6e5a6274e2b,Normal,Left Foot,Open Play,Saved,"[{'location': [115.2, 38.4], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.4, 64.9], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.5, 33.1], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.9, 20.3], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.9, 40.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 44.8], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 39.8], 'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 38.4], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.4, 41.3], 'player': {'id': 18639, 'name': 'Mathieu Choiniere'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.4, 49.9], 'player': {'id': 133229, 'name': 'Ismael Koné'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.1, 63.7], 'player': {'id': 23363, 'name': 'Liam Millar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.4, 40.2], 'player': {'id': 383250, 'name': 'Moise Bombito'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.3, 40.6], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.5, 30.9], 'player': {'id': 12770, 'name': 'Jonathan Osorio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",1833,1833,224603,,True,,
702dd3ba-eac4-42f1-b612-0ecdbf7b6c75,3361,2,00:44:45.894,89,45,Shot,145,Canada,From Throw In,Canada,Tanitoluwa Oluwaseyi,Right Center Forward,"[108.7, 41.9]",0.73257,['91701fe2-69c8-4cc7-b11e-c473b7528d12'],3942785,0.124837294,"[120.0, 45.5, 1.2]",89722ec1-a520-4b67-976c-511585346a48,Normal,Head,Open Play,Off T,"[{'location': [109.5, 47.3], 'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.8, 39.2], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 23.8], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 44.6], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 32.8], 'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 36.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 24.2], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.5, 28.6], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 48.5], 'player': {'id': 23363, 'name': 'Liam Millar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 34.9], 'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.3, 21.0], 'player': {'id': 12770, 'name': 'Jonathan Osorio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.0, 38.6], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.2, 45.5], 'player': {'id': 133229, 'name': 'Ismael Koné'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [90.7, 26.9], 'player': {'id': 18639, 'name': 'Mathieu Choiniere'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.3, 30.4], 'player': {'id': 224628, 'name': 'Ali Ahmed'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",1833,1833,224603,,,,
